Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - P80/P20 ratio,Total income (excl. Government pensions and allowances) - P80/P50 ratio,Total income (excl. Government pensions and allowances) - P20/P50 ratio,Total income (excl. Government pensions and allowances) - P10/P50 ratio,Total income (excl. Government pensions and allowances) - Gini coefficient,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners,Total income (excl. Government pensions and allowances) - Lowest Quartile (%),Total income (excl. Government pensions and allowances) - Second Quartile (%),Total income (excl. Government pensions and allowances) - Third Quartile (%),Total income (excl. Government pensions and allowances) - Highest Quartile (%),Gross Capital Gains reported by taxpayers - Persons (no.),Gross Capital Gains reported by taxpayers - Amount ($m),Gross Capital Gains reported by taxpayers  - Median ($),Gross Capital Gains reported by taxpayers - Mean ($),Age Pension - Centrelink (no.),Age Pension - DVA (no.),Service Pension - DVA (no.),Income Support Supplement - DVA (no.),Carer Payment (no.),Carer Allowance (no.),Disability Support Pension (no.),Newstart Allowance (no.),Parenting Payment - Single (no.),Parenting Payment - Partnered (no.),Youth Allowance (Full time students/apprentices) (no.),Youth Allowance (Other) (no.),Family Tax Benefit A (no.),Family Tax Benefit B (no.),Commonwealth Rent Assistance (no.),Persons earning $1-$499 per week (%),Persons earning $500-$999 per week (%),Persons earning $1000-$1999 per week (%),Persons earning $2000-$2999 per week (%),Persons earning $3000 or more per week (%),Persons earning nil income (%),Persons with a negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($)
56090,Mundaring (S),2013,"19,346",43,"1,238.0","51,700","63,990",76.4,"3,440",50,85.2,"11,893","24,774",8.0,"15,141",49,131.9,370,"8,712",12.9,694,61,17.0,"18,620","24,476",1.6,"21,836",46,"1,430.8","51,549","65,526",5.09,1.91,0.38,0.18,0.464,6.1,19.4,31.2,22.2,21.8,23.2,32.7,"1,328",50.1,"3,188","37,711","3,503",-,285,60,159,-,741,626,283,-,178,107,"1,876","1,781",-,-,-,-,-,-,-,-,-,-
56090,Mundaring (S),2014,"19,578",43,"1,279.0","52,455","65,327",76.3,"3,428",50,83.1,"11,792","24,238",7.9,"15,564",49,141.1,338,"9,069",13.1,660,61,17.5,"18,864","26,478",1.6,"22,107",46,"1,471.9","51,945","66,579",5.07,1.92,0.38,0.18,0.466,6.6,19.8,31.5,22.4,22.4,22.8,32.4,"1,583",47.3,"3,384","29,859","3,582",-,277,56,177,-,708,749,307,-,201,101,"1,768","1,669",-,-,-,-,-,-,-,-,-,-
56090,Mundaring (S),2015,"20,108",43,"1,339.8","53,592","66,632",75.2,"3,442",51,81.9,"12,012","23,798",7.9,"16,169",49,138.3,269,"8,555",14.1,707,61,19.3,"19,813","27,276",1.7,"22,479",47,"1,502.4","52,380","66,837",5.21,1.93,0.37,0.16,0.468,6.2,19.5,31.3,23.1,22.4,22.7,31.8,"1,544",63.3,"4,223","40,975","3,848",-,282,55,177,-,691,833,309,-,176,113,"1,697","1,608",-,-,-,-,-,-,-,-,-,-
56090,Mundaring (S),2016,"19,635",44,"1,328.9","55,014","67,679",74.9,"3,472",51,74.4,"11,701","21,424",8.2,"16,038",49,127.9,221,"7,974",14.1,691,62,19.8,"19,854","28,626",1.7,"22,279",47,"1,476.9","51,769","66,293",5.37,1.95,0.36,0.16,0.470,6.5,19.7,31.3,23.8,22.9,22.5,30.8,"1,335",63.9,"2,892","47,859","3,997",-,269,47,176,-,652,868,298,-,181,88,"1,649","1,373",-,25.3,19.3,22.6,6.4,3.5,9.2,0.4,13.2,972
56090,Mundaring (S),2017,"19,498",44,"1,303.5","54,951","66,854",74.9,"3,386",51,69.5,-,"20,513",7.9,"15,711",50,133.8,189,"8,519",14.3,725,60,20.0,"18,520","27,538",1.8,"22,417",47,"1,460.6","51,246","65,155",5.47,1.95,0.36,0.14,0.474,7,19.8,31.5,24.5,23.1,23.0,29.3,"1,390",43.2,"3,605","31,082","3,999",-,249,42,193,626,643,927,279,53,156,131,"1,606","1,266",-,-,-,-,-,-,-,-,-,-
56090,Mundaring (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,041",3,235,42,201,640,663,956,272,41,143,121,"1,532","1,253","1,158",-,-,-,-,-,-,-,-,-
56160,Murchison (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,524
56160,Murchison (S),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,12,9,-,19.1,16.0,10.7,2.3,-,9.2,-,38.9,"1,053"
56160,Murchison (S),2017,16,55,1.3,"84,327","82,315",94.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,58,1.1,"78,180","76,306",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,14,11,-,-,-,-,-,-,-,-,-,-
56230,Murray (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,695
56230,Murray (S),2013,"6,884",42,439.6,"48,961","63,861",73.6,"1,356",51,28.5,"8,854","21,038",8.0,"5,275",51,53.4,301,"10,131",15.8,247,58,5.5,"17,394","22,172",1.4,"8,096",46,514.5,"46,965","63,554",6.68,2.29,0.34,0.14,0.487,6.3,18.9,30.6,25.7,22.4,18.5,33.4,484,23.3,"3,913","48,171","2,193",-,205,37,124,-,515,393,216,-,47,63,895,911,-,-,-,-,-,-,-,-,-,-
56230,Murray (S),2014,"7,181",42,472.9,"49,797","65,852",74.0,"1,424",51,26.7,"8,190","18,751",7.8,"5,624",50,52.9,242,"9,400",15.3,281,58,8.5,"19,964","30,367",1.7,"8,364",46,545.3,"47,858","65,196",6.49,2.29,0.35,0.15,0.486,6.1,18.8,30.6,25.7,22.9,18.5,32.9,549,14.7,"2,928","26,741","2,271",-,195,34,144,-,533,473,244,-,43,71,937,961,-,-,-,-,-,-,-,-,-,-
56230,Murray (S),2015,"7,502",43,506.5,"51,023","67,518",73.4,"1,419",51,26.6,"8,128","18,736",7.5,"5,908",50,49.6,185,"8,403",16.1,286,59,7.3,"20,005","25,498",1.8,"8,653",46,565.5,"47,903","65,348",6.40,2.31,0.36,0.14,0.483,5.7,18.4,30.3,25.6,23.5,18.9,32.1,577,18.0,"4,419","31,255","2,406",-,192,31,147,-,531,541,264,-,47,57,976,987,-,-,-,-,-,-,-,-,-,-
56230,Murray (S),2016,"7,479",43,504.0,"51,127","67,389",73.4,"1,402",51,25.2,"8,049","17,959",7.8,"5,942",50,46.8,154,"7,883",15.9,268,59,6.4,"19,687","23,773",1.8,"8,678",46,557.3,"47,546","64,221",6.66,2.29,0.34,0.13,0.485,5.5,18.3,30.3,26.5,23.7,19.3,30.5,464,12.8,"2,403","27,596","2,541",-,194,31,166,-,505,646,263,-,57,97,"1,006",871,-,32.1,20.2,17.3,6.7,2.8,9.7,0.5,10.6,763
56230,Murray (S),2017,"7,691",42,502.5,"50,711","65,339",74.3,"1,379",51,25.2,"6,918","18,287",7.4,"5,849",51,42.2,119,"7,219",15.1,332,58,8.4,"15,430","25,183",2.1,"8,962",46,559.4,"47,135","62,422",7.31,2.30,0.31,0.12,0.488,5.6,18.2,30.1,28.0,23.3,19.1,29.6,530,11.6,"3,057","21,807","2,571",-,184,28,173,467,507,746,241,51,56,107,997,831,-,-,-,-,-,-,-,-,-,-
56230,Murray (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,591",-,173,30,181,461,509,783,233,51,71,80,975,803,"1,079",-,-,-,-,-,-,-,-,-
56300,Nannup (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,585
56300,Nannup (S),2013,573,47,24.5,"34,229","42,835",61.3,258,57,2.5,"2,694","9,569",13.3,517,56,3.7,799,"7,247",21.3,27,59,1.0,"14,004","35,686",2.1,753,52,31.1,"31,113","41,269",8.29,2.24,0.27,0.08,0.551,5.6,20.7,34.3,39.3,25.9,18.1,16.7,57,1.1,"4,234","19,328",198,-,20,-,-,-,63,33,-,-,-,-,88,69,-,-,-,-,-,-,-,-,-,-
56300,Nannup (S),2014,534,47,25.5,"34,260","47,829",59.6,259,57,5.5,"3,283","21,211",15.6,521,57,3.5,778,"6,700",21.6,23,59,0.7,"22,934","31,262",1.8,743,52,34.3,"30,745","46,123",7.43,2.34,0.31,0.08,0.567,11.4,26.2,38.8,38.1,27.0,17.3,17.7,57,1.9,"4,238","32,711",213,-,20,-,-,-,63,52,-,-,-,-,82,69,-,-,-,-,-,-,-,-,-,-
56300,Nannup (S),2015,556,47,28.0,"37,179","50,425",59.9,257,56,4.0,"5,309","15,581",16.6,531,57,3.6,695,"6,719",20.4,25,60,1.0,"24,150","41,446",1.8,755,52,35.0,"34,000","46,333",7.77,2.16,0.28,0.10,0.527,6.4,21.3,34.1,35.9,25.9,19.8,18.5,65,1.3,"3,330","19,344",219,-,17,-,-,-,62,63,-,-,-,-,88,73,-,-,-,-,-,-,-,-,-,-
56300,Nannup (S),2016,566,46,29.0,"38,051","51,305",62.2,246,56,4.1,"7,484","16,616",17.0,521,57,2.6,444,"4,957",18.3,21,60,0.5,"11,597","24,738",1.4,757,52,34.9,"34,650","46,163",8.35,2.17,0.26,0.09,0.535,6.1,21.8,34.1,37.5,24.1,20.3,18.1,55,2.0,"4,899","36,837",223,-,13,-,12,-,58,72,11,-,-,-,82,68,-,36.0,23.9,16.1,3.0,2.2,6.7,0.3,11.8,692
56300,Nannup (S),2017,564,46,27.9,"38,532","49,387",61.3,259,55,5.1,"27,247","19,851",18.1,524,58,3.0,427,"5,792",18.0,20,60,0.5,"24,259","26,457",1.7,775,53,35.8,"33,577","46,140",6.41,2.25,0.35,0.10,0.526,6.6,20.9,33.2,36.7,26.8,18.9,17.6,59,0.9,"3,012","15,892",232,-,11,-,12,29,52,68,18,11,-,-,83,71,-,-,-,-,-,-,-,-,-,-
56300,Nannup (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236,-,12,-,9,28,49,77,14,-,-,-,77,67,94,-,-,-,-,-,-,-,-,-
56370,Narembeen (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,651
56370,Narembeen (S),2013,325,42,12.3,"31,843","37,931",51.1,192,53,4.5,"15,670","23,263",21.6,391,53,3.8,"1,183","9,802",24.4,-,-,-,-,-,-,498,51,20.7,"34,081","41,547",8.92,2.25,0.25,0.05,-,6.6,23,38.2,34.9,24.2,19.6,21.4,47,0.8,"2,555","16,668",96,-,9,-,-,-,-,-,-,-,-,-,54,38,-,-,-,-,-,-,-,-,-,-
56370,Narembeen (S),2014,335,42,13.9,"36,352","41,357",51.0,217,52,17.6,"47,735","81,226",30.0,402,53,4.7,"1,448","11,693",18.1,-,-,-,-,-,-,502,50,35.8,"50,017","71,406",5.47,2.07,0.38,0.15,0.528,6.4,22.6,37.4,22.6,24.4,21.4,31.5,63,2.7,"1,633","43,453",91,-,9,-,-,-,-,24,-,-,-,-,43,33,-,-,-,-,-,-,-,-,-,-
56370,Narembeen (S),2015,355,40,15.3,"34,525","43,042",49.7,233,53,20.1,"52,995","86,217",32.6,423,53,5.6,"1,516","13,340",16.5,-,-,-,-,-,-,530,50,40.8,"52,376","76,958",6.56,2.27,0.35,0.14,0.512,5.2,20.3,34.1,24.5,20.9,18.6,36.1,72,0.5,"1,903","7,125",88,-,8,-,-,-,-,26,-,-,-,-,46,41,-,-,-,-,-,-,-,-,-,-
56370,Narembeen (S),2016,340,39,14.7,"37,398","43,313",49.1,209,54,9.3,"29,255","44,455",27.4,400,54,4.6,"1,588","11,573",22.5,-,-,-,-,-,-,497,51,28.3,"45,701","57,022",6.59,2.03,0.31,0.06,0.553,-,20.6,33.7,27.0,24.1,23.9,24.9,45,1.1,"2,827","24,316",86,-,8,-,-,-,14,25,11,-,-,-,45,36,-,26.5,22.9,24.3,4.6,3.1,6.1,1.3,10.9,903
56370,Narembeen (S),2017,355,41,15.2,"35,384","42,698",49.4,233,54,10.9,"20,437","46,593",30.5,413,54,4.4,"1,389","10,654",18.6,9,59,0.3,"33,302","38,867",1.3,531,50,30.1,"42,396","56,714",6.60,2.11,0.32,0.13,0.502,8.1,20.8,32.2,29.7,25.8,19.0,25.6,55,1.0,"2,605","17,347",79,-,6,-,-,-,13,15,13,-,-,-,51,41,-,-,-,-,-,-,-,-,-,-
56370,Narembeen (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,-,6,-,-,-,9,20,7,-,-,-,45,36,28,-,-,-,-,-,-,-,-,-
56460,Narrogin (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,669
56460,Narrogin (S),2013,"2,270",41,106.4,"39,714","46,887",71.2,572,53,15.9,"11,535","27,721",10.5,"1,880",49,19.6,566,"10,434",16.8,45,59,1.1,"15,130","23,490",0.7,"2,655",45,139.3,"44,171","52,451",4.59,1.82,0.40,0.18,0.443,5,17.2,28.8,24.4,26.1,25.8,23.7,148,2.4,"2,140","16,467",528,-,29,8,45,-,208,213,95,-,-,48,459,398,-,-,-,-,-,-,-,-,-,-
56460,Narrogin (S),2014,"2,349",41,113.6,"40,240","48,346",71.6,574,54,20.4,"19,160","35,565",12.1,"1,860",49,21.2,648,"11,413",14.7,62,59,1.5,"13,894","23,606",1.1,"2,659",46,151.0,"46,274","56,798",4.36,1.88,0.43,0.21,0.433,4.8,17.1,28.4,22.3,27.3,24.4,26.0,197,6.2,"1,774","31,724",539,-,26,9,46,-,216,208,108,-,-,33,429,383,-,-,-,-,-,-,-,-,-,-
56460,Narrogin (S),2015,"2,383",42,118.8,"42,021","49,838",70.0,600,55,24.6,"20,087","41,036",12.3,"1,971",49,22.8,465,"11,576",16.0,60,58,2.2,"17,276","36,322",1.1,"2,713",46,162.2,"48,717","59,790",4.62,1.87,0.40,0.21,0.440,5.7,18.3,29.4,23.1,25.0,24.2,27.7,194,5.2,"2,010","26,606",563,-,24,9,56,-,195,233,105,-,-,46,431,389,-,-,-,-,-,-,-,-,-,-
56460,Narrogin (S),2016,"2,315",43,121.1,"44,652","52,293",66.8,686,55,22.6,"14,221","32,965",12.7,"2,046",51,23.9,633,"11,659",19.1,68,58,1.6,"16,202","23,599",0.9,"2,809",47,162.2,"47,728","57,756",4.88,1.89,0.39,0.15,0.462,5.7,18.2,29.5,24.3,25.7,24.2,25.9,186,3.2,"1,701","17,108",576,-,23,8,63,-,208,206,99,-,12,28,401,341,-,27.0,23.0,21.0,4.0,2.1,8.6,0.6,13.8,785
56460,Narrogin (S),2017,"2,232",43,116.9,"44,785","52,357",68.5,625,54,23.9,"19,098","38,315",13.3,"1,884",51,21.3,469,"11,291",16.6,55,59,1.3,"17,063","22,882",1.1,"2,694",47,157.5,"48,673","58,464",4.90,1.85,0.38,0.15,0.441,5.2,17.3,28.4,24.1,25.6,25.1,25.2,195,5.8,"2,968","29,626",566,-,-,-,63,119,203,218,79,35,12,26,376,303,-,-,-,-,-,-,-,-,-,-
56460,Narrogin (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,551,-,16,6,53,107,179,214,84,23,-,26,329,273,220,-,-,-,-,-,-,-,-,-
56580,Nedlands (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,231"
56580,Nedlands (C),2013,"11,019",42,"1,144.4","51,785","103,853",59.9,"2,212",52,212.8,"15,921","96,190",6.8,"11,984",49,457.9,"3,765","38,210",29.8,562,65,18.3,"24,770","32,646",1.8,"13,845",48,"1,823.0","65,897","131,674",9.69,2.72,0.28,0.12,0.632,14.7,34,48.3,23.0,16.1,14.8,46.1,"2,139",165.7,"4,228","77,459","1,143",-,114,68,26,-,323,136,28,-,275,-,314,308,-,-,-,-,-,-,-,-,-,-
56580,Nedlands (C),2014,"11,056",42,"1,196.6","55,000","108,229",59.6,"2,153",52,219.8,"18,131","102,073",7.0,"12,149",49,483.6,"3,976","39,802",30.1,531,67,18.9,"27,654","35,600",1.7,"13,948",48,"1,904.8","67,678","136,566",9.40,2.64,0.28,0.12,0.641,16.3,36.1,49.8,22.7,16.4,15.1,45.7,"2,383",215.8,"6,145","90,572","1,176",-,109,55,28,-,317,156,29,-,235,-,300,288,-,-,-,-,-,-,-,-,-,-
56580,Nedlands (C),2015,"11,387",42,"1,295.3","56,987","113,756",58.9,"2,273",52,243.5,"18,352","107,117",7.2,"12,494",49,490.0,"3,912","39,216",30.5,524,68,20.2,"30,267","38,544",1.8,"14,324",48,"2,015.3","69,166","140,691",9.39,2.63,0.28,0.12,0.644,15.7,35.8,49.9,22.9,16.2,14.9,46.0,"2,577",134.9,"6,491","52,366","1,206",-,94,49,35,-,308,149,29,-,239,-,288,268,-,-,-,-,-,-,-,-,-,-
56580,Nedlands (C),2016,"11,030",43,"1,219.4","57,790","110,557",57.7,"2,227",52,248.1,"19,720","111,420",7.3,"12,379",50,473.9,"3,557","38,282",31.4,516,68,20.3,"29,543","39,360",1.9,"14,082",48,"1,938.0","68,221","137,625",9.57,2.63,0.27,0.11,0.638,15.1,35.2,49.4,23.6,16.4,15.2,44.8,"2,451",255.1,"5,893","104,087","1,200",-,83,45,30,-,308,139,35,-,237,7,288,225,-,21.3,14.1,20.4,8.7,17.6,11.2,0.5,6.3,"1,585"
56580,Nedlands (C),2017,"11,077",43,"1,221.8","59,993","110,301",58.0,"2,305",52,248.5,-,"107,805",7.3,"12,418",50,658.2,"3,276","53,002",31.0,476,69,20.5,"32,114","43,053",1.8,"14,371",48,"2,124.2","68,874","147,811",9.73,2.57,0.26,0.10,0.668,22.5,40.7,53.3,24.2,16.4,14.6,44.8,"2,585",440.2,"6,381","170,282","1,125",-,56,41,33,186,299,185,36,7,238,20,279,215,-,-,-,-,-,-,-,-,-,-
56580,Nedlands (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,096",-,43,37,25,190,290,176,35,-,208,13,270,192,464,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,428
56620,Ngaanyatjarraku (S),2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,23,-,145,205,28,-,-,82,233,222,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku (S),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,130,252,38,-,-,58,235,218,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku (S),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,-,-,-,25,-,128,352,33,-,-,60,222,200,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku (S),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,-,-,19,-,120,343,36,-,-,53,203,193,-,45.5,5.1,6.7,2.4,-,3.7,-,36.5,453
56620,Ngaanyatjarraku (S),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,21,21,119,318,39,60,-,55,196,173,-,-,-,-,-,-,-,-,-,-
56620,Ngaanyatjarraku (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,12,14,98,308,36,56,-,45,196,178,-,-,-,-,-,-,-,-,-,-
56730,Northam (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,666
56730,Northam (S),2013,"4,936",41,271.4,"46,597","54,975",77.1,990,52,20.1,"10,070","20,261",9.2,"3,401",49,24.6,319,"7,242",11.4,170,59,3.9,"15,895","22,990",1.3,"5,408",45,308.2,"47,598","56,994",4.75,1.86,0.39,0.17,0.441,5.1,16.9,28.3,23.3,23.8,25.0,27.9,244,3.9,"1,124","16,162","1,269",-,71,12,145,-,539,431,211,-,-,111,929,871,-,-,-,-,-,-,-,-,-,-
56730,Northam (S),2014,"4,985",41,283.0,"47,791","56,778",77.5,"1,002",52,22.4,"11,369","22,382",9.2,"3,479",49,24.8,239,"7,133",11.2,166,60,4.1,"17,103","24,967",1.3,"5,434",45,321.4,"49,758","59,139",4.88,1.84,0.38,0.17,0.440,5.5,17.2,28.3,23.4,23.1,25.0,28.6,299,8.4,"2,304","28,107","1,318",-,71,12,135,-,518,490,221,-,-,121,899,839,-,-,-,-,-,-,-,-,-,-
56730,Northam (S),2015,"5,132",42,292.7,"48,539","57,039",76.3,"1,022",52,23.8,"11,530","23,269",9.5,"3,555",50,25.4,228,"7,133",11.9,178,59,4.7,"18,349","26,142",1.6,"5,497",45,327.4,"49,707","59,559",4.93,1.88,0.38,0.16,0.444,5.1,17.1,28.4,24.0,23.3,24.6,28.2,283,8.9,"2,893","31,424","1,359",-,63,11,141,-,510,619,190,-,31,110,841,801,-,-,-,-,-,-,-,-,-,-
56730,Northam (S),2016,"4,901",43,287.4,"50,328","58,632",76.6,964,52,19.9,"9,160","20,623",9.1,"3,488",50,23.6,173,"6,774",12.1,185,59,4.7,"15,137","25,377",1.6,"5,304",46,315.4,"50,387","59,458",5.00,1.86,0.37,0.15,0.445,5,16.6,27.9,23.6,23.9,24.8,27.7,218,7.3,"2,926","33,539","1,419",-,57,9,141,-,488,661,211,-,38,99,825,711,-,29.9,19.8,19.5,4.4,1.8,7.4,0.5,16.8,756
56730,Northam (S),2017,"4,842",43,277.7,"50,592","57,351",76.2,943,53,20.6,"25,907","21,819",9.1,"3,372",50,22.5,145,"6,668",11.7,194,58,4.6,"15,073","23,765",2.0,"5,362",46,313.2,"50,106","58,409",5.08,1.82,0.36,0.15,0.433,4.9,16.2,27.3,24.7,23.7,25.6,26.0,225,5.8,"3,963","25,862","1,441",-,51,7,141,308,455,659,208,59,31,100,799,661,-,-,-,-,-,-,-,-,-,-
56730,Northam (S),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,470",-,46,9,159,325,427,647,205,41,26,121,791,670,627,-,-,-,-,-,-,-,-,-
56790,Northampton (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,556
56790,Northampton (S),2013,"1,337",43,63.3,"33,798","47,334",61.7,566,52,19.8,"12,942","35,038",17.0,"1,202",51,10.1,938,"8,393",19.3,43,58,0.9,"9,985","22,000",1.1,"1,712",49,92.8,"39,039","54,214",7.34,2.22,0.30,0.11,0.533,6.1,20.9,34.4,32.0,24.0,18.7,25.2,89,5.6,"4,090","62,774",470,-,36,6,41,-,130,124,41,-,-,-,212,182,-,-,-,-,-,-,-,-,-,-
56790,Northampton (S),2014,"1,362",44,66.8,"35,046","49,047",63.2,528,54,14.3,"10,445","27,055",14.7,"1,226",52,11.6,784,"9,452",20.1,44,57,0.9,"13,399","19,680",1.0,"1,768",49,92.0,"37,295","52,046",7.86,2.31,0.29,0.11,0.523,5.7,20.1,33.4,32.9,24.9,18.5,23.7,159,5.0,"3,936","31,312",474,-,31,6,32,-,118,171,44,-,-,-,208,174,-,-,-,-,-,-,-,-,-,-
56790,Northampton (S),2015,"1,409",44,69.9,"35,000","49,617",62.7,530,55,11.9,"7,751","22,499",14.9,"1,286",52,11.6,618,"9,011",19.9,46,58,1.0,"13,790","22,142",1.5,"1,787",49,91.5,"36,488","51,191",7.93,2.25,0.28,0.10,0.556,6.7,22.3,35.9,35.1,25.4,17.6,21.9,150,3.8,"1,495","25,094",490,-,27,5,36,-,114,190,41,-,-,21,206,178,-,-,-,-,-,-,-,-,-,-
