"LGA_2011","Local Government Areas - 2011","INDEX_TYPE","Index Type","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",19,,
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",7,,
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",681,,
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1052,,
"60810","Central Coast (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",21393,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",891,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",61,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",2,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",11,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",6,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",3,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",843,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",990,,
"61010","Central Highlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",2262,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",925,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",119,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",3,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",22,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",16,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",6,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",720,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1010,,
"61210","Circular Head (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",7967,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",988,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",376,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",7,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",67,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",26,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",644,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1131,,
"61410","Clarence (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",51878,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",884,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",50,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",9,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",4,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",651,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1035,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",9688,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",902,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",71,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",2,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",13,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",9,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",646,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1088,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",24595,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",910,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",84,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",2,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",15,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",11,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",807,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",988,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",6805,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",953,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",239,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",5,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",43,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",23,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",677,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",983,,
"62010","Flinders (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",770,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",862,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",41,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",1,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",8,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",2,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",,"q","not available"
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",693,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1037,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2011","2011",6638,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2011","2011",916,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2011","2011",100,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",2,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",18,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2011","2011",12,,
