,,,Gifts/donations reported by taxpayers - Year ended 30 June,,Method of Travel to Work - Employed Persons - Census,,,,,,,,,,,,,,,,,,,,Households by Type - Census,,,,,Families by Type - Census,,,,,,,,Social Marital Status & Registered Marital Status - Persons aged 15 years and over - Census,,,,,,,,Access to Internet at Home - Occupied Private Dwellings - Census,,,Rent and Mortgage Payments - Census,,Unpaid Child Care - Proportion of persons aged 15 years and over - Census,,,,,Unpaid Work - Persons aged 15 years and over - Census,,Count of All Children in Family - Census,Housing Suitability - Occupied private dwellings - Census,,,Dwelling Structure - Private dwellings - Census,,,,,,Tenure Type - Occupied private dwellings - Census,,,,,Household Stress - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - Australia Deciles - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - State Deciles - Census,,,,Homelessness - Census,Commuting to Work - Census,,,
35800,Paroo (S),2017,120,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36070,Pormpuraaw (S),2011,-,-,-,-,-,-,32,17,-,7,-,-,-,167,219,-,-,43,3,8,13,237,25,-,137,161,4,57,7,46,27,15,16,171,3.1,45,175,232,17.0,72.9,5.1,4.3,1.8,-,-,-,362,-,53.4,23.5,21.3,0.6,1.6,18.4,19.0,1.9,-,-,-,123,-,33,3,-,159,-,-,100.0,-,-,100.0,-,93.5,6.5,-,-,-,-,-,-,-,-,832.1,-,-,-,-
36070,Pormpuraaw (S),2016,21,188,-,-,-,-,34,13,-,4,-,3,3,137,195,3,-,52,4,7,4,212,41,3,173,218,3,60,8,58,42,13,12,196,3.2,60,192,266,29.1,62.0,3.4,2.7,2.0,63.3,37.2,1.4,358,-,63.5,19.5,12.3,1.4,4.3,13.6,10.3,1.9,35,125,51,175,-,36,4,-,215,1.8,3.6,89.8,1.4,3.2,100.0,-,87.2,12.8,1,1,1,1,2,2,2,3,676.9,9.5,-,6.1,-
36150,Quilpie (S),2011,-,-,-,-,-,-,225,28,-,22,9,-,13,97,402,7,-,261,83,39,9,543,121,7,249,380,2,87,15,104,26,13,-,256,2.8,296,89,243,47.4,33.9,5.3,10.6,3.0,-,-,-,329,920,65.7,19.8,7.2,1.4,5.8,10.2,27.7,1.7,-,-,-,334,3,20,13,3,373,37.1,20.0,37.9,3.4,2.4,98.6,1.4,97.1,2.9,-,-,-,-,-,-,-,-,25.9,-,-,-,-
36150,Quilpie (S),2013,88,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36150,Quilpie (S),2014,73,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36150,Quilpie (S),2015,82,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36150,Quilpie (S),2016,74,120,-,-,-,-,213,17,-,15,-,3,15,76,335,3,3,227,64,31,12,452,118,7,201,319,2,73,15,94,13,8,-,201,2.8,225,101,205,44.4,36.6,5.6,9.9,2.6,69.9,26.0,6.3,466,714,64.5,21.1,5.6,0.9,7.6,11.1,36.1,2.0,8,231,42,288,-,25,6,-,319,32.5,24.7,34.1,3.8,7.5,98.2,1.8,97.9,2.1,5,5,5,4,6,6,8,6,34.2,43.5,1.0,50.2,1.0
36150,Quilpie (S),2017,85,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36250,Redland (C),2011,-,-,"1,645",4,"1,448",61,"44,375","3,541",76,962,510,275,408,"1,126","54,435","2,553","5,328","50,123","3,134","6,929",908,"67,960","9,704","1,321","38,140","49,173",3,"14,585","3,458","14,876","3,929","1,849",424,"39,126",3.0,"54,499","9,637","38,202",53.0,29.3,5.4,9.2,3.1,-,-,-,"1,430","2,097",63.8,21.2,8.1,1.1,5.7,11.0,18.4,1.9,-,-,-,"42,567","4,745","1,567",274,8,"49,161",31.7,40.5,24.4,1.3,2.0,88.6,11.4,90.2,9.8,-,-,-,-,-,-,-,-,10.8,-,-,-,-
36250,Redland (C),2013,"30,353",75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36250,Redland (C),2014,"30,008",85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36250,Redland (C),2015,"30,446",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36250,Redland (C),2016,"29,385",100,"1,447",8,"1,265",87,"47,700","3,063",74,770,572,251,433,"1,066","56,736","2,561","4,928","53,006","3,504","6,909",455,"70,168","10,890","1,389","40,171","52,446",3,"14,554","3,693","16,302","4,100","2,212",463,"41,327",3.0,"56,179","11,191","41,358",51.8,29.5,5.5,9.6,3.5,86.8,11.0,2.2,"1,625","1,997",63.9,20.7,8.5,0.9,6.0,11.8,18.2,1.8,879,"42,330","6,243","44,559","4,925","2,361",368,223,"52,436",31.8,39.7,24.5,1.6,2.3,92.7,7.3,89.9,10.1,9,9,8,9,10,10,10,10,17.1,17.8,16.3,12.1,7.3
36250,Redland (C),2017,"29,468",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36300,Richmond (S),2011,-,-,-,-,-,-,192,18,-,6,9,-,14,71,308,6,-,217,108,29,9,460,88,10,216,315,3,82,14,94,18,10,3,216,2.9,277,86,194,49.1,35.4,6.3,6.8,2.6,-,-,-,252,648,63.7,22.0,3.7,-,10.6,10.3,34.3,2.0,-,-,-,285,12,3,9,5,314,35.1,21.1,35.7,2.9,6.7,98.5,1.5,98.9,1.1,-,-,-,-,-,-,-,-,52.7,-,-,-,-
36300,Richmond (S),2013,114,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36300,Richmond (S),2014,105,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36300,Richmond (S),2015,114,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36300,Richmond (S),2016,83,50,-,-,3,-,208,19,-,9,4,-,19,53,314,-,6,226,79,22,6,434,89,8,195,295,2,56,13,93,14,14,3,202,2.8,246,73,195,48.4,36.8,6.6,6.7,2.5,72.5,22.7,4.4,366,826,64.7,18.7,5.8,-,11.0,7.2,28.7,1.9,11,196,52,271,10,-,3,10,294,33.8,22.9,37.5,3.1,3.4,98.2,1.8,96.6,3.4,6,6,4,4,7,7,7,6,139.0,45.3,1.4,24.3,0.9
36300,Richmond (S),2017,114,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36370,Rockhampton (R),2011,-,-,16,-,561,4,"23,045","3,024",146,456,301,390,173,"1,215","29,328",359,716,"26,385","1,025","3,849",540,"35,103","6,900","1,009","19,257","27,161",3,"6,763","1,504","7,412","2,523","1,172",335,"19,709",3.0,"23,965","6,017","21,810",45.5,35.9,6.2,8.9,3.5,-,-,-,"1,023","1,692",61.0,20.0,7.4,1.1,10.5,10.2,17.6,1.9,-,-,-,"23,883",837,"2,189",239,14,"27,162",30.1,33.3,32.9,0.8,2.8,93.3,6.7,90.4,9.6,-,-,-,-,-,-,-,-,59.7,-,-,-,-
36370,Rockhampton (R),2013,"15,102",50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36370,Rockhampton (R),2014,"14,268",60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36370,Rockhampton (R),2015,"14,447",60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36370,Rockhampton (R),2016,"13,971",60,13,-,468,9,"23,821","2,360",101,362,312,274,154,"1,018","28,897",321,594,"26,490","1,093","3,718",286,"34,314","7,472","1,006","19,890","28,375",3,"6,817","1,474","7,593","2,738","1,300",368,"20,277",3.0,"23,873","6,607","23,262",44.3,36.7,5.9,9.3,3.8,77.2,19.8,3.0,"1,138","1,635",61.1,20.3,7.8,1.0,9.8,11.3,18.6,1.9,781,"21,398","4,495","24,867","1,968","1,168",223,131,"28,357",28.8,33.7,33.9,0.7,2.9,94.6,5.4,88.3,11.7,4,4,3,3,5,6,5,5,46.8,15.2,5.6,12.4,6.3
36370,Rockhampton (R),2017,"13,398",65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36510,Scenic Rim (R),2011,-,-,31,-,52,-,"10,101",858,7,362,131,45,145,654,"12,389",258,245,"11,209","1,595","1,659",264,"16,169","2,896",337,"10,049","13,277",3,"3,393",754,"4,551","1,017",433,107,"10,250",2.9,"14,436","2,512","9,241",54.6,27.0,5.4,9.7,3.3,-,-,-,"1,072","1,856",64.3,20.2,7.6,1.2,6.7,12.0,22.9,1.9,-,-,-,"12,438",293,342,199,10,"13,282",36.1,36.6,24.1,0.9,2.3,87.7,12.3,90.4,9.6,-,-,-,-,-,-,-,-,34.6,-,-,-,-
36510,Scenic Rim (R),2013,"6,308",70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36510,Scenic Rim (R),2014,"5,941",90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36510,Scenic Rim (R),2015,"5,856",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36510,Scenic Rim (R),2016,"5,647",94,22,-,55,3,"11,028",750,3,337,116,39,127,584,"13,060",236,219,"12,008","1,600","1,822",210,"16,926","3,093",359,"10,591","14,043",3,"3,433",873,"4,873","1,085",534,119,"10,901",2.9,"14,836","3,076","10,342",52.3,28.1,5.4,10.3,3.9,80.7,16.9,2.5,"1,246","1,788",62.6,18.5,7.7,1.0,10.3,12.4,22.2,1.9,316,"11,056","1,930","13,100",500,208,201,47,"14,056",36.2,35.9,24.4,0.8,2.8,91.8,8.2,90.1,9.9,6,6,6,8,8,8,8,10,20.9,26.9,20.4,19.2,10.8
36510,Scenic Rim (R),2017,"6,113",79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36580,Somerset (R),2011,-,-,20,-,35,-,"5,405",534,-,260,70,14,68,342,"6,752",162,168,"6,081",725,955,154,"8,746","1,710",222,"5,887","7,816",3,"1,951",458,"2,652",652,255,71,"6,037",2.9,"8,080","1,771","5,516",51.9,27.9,5.5,10.9,3.8,-,-,-,"1,001","1,598",63.9,19.9,7.4,1.1,7.8,12.1,20.9,1.9,-,-,-,"7,483",39,105,181,3,"7,811",36.5,37.2,22.9,0.9,2.6,88.2,11.8,90.9,9.1,-,-,-,-,-,-,-,-,31.2,-,-,-,-
36580,Somerset (R),2013,"3,030",60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36580,Somerset (R),2014,"2,924",75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36580,Somerset (R),2015,"2,847",80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36580,Somerset (R),2016,"2,868",97,14,-,33,-,"5,989",470,5,197,70,23,65,299,"7,162",154,155,"6,598",767,"1,034",149,"9,270","1,968",300,"6,315","8,579",3,"2,006",489,"2,853",752,326,81,"6,508",2.9,"8,358","2,080","6,611",49.2,30.0,5.4,11.0,4.4,76.8,20.2,3.0,"1,127","1,590",62.3,18.6,7.7,0.9,10.5,13.6,19.3,1.9,241,"6,738","1,113","8,279",85,36,101,86,"8,587",35.7,34.7,25.8,0.8,3.0,92.5,7.5,89.8,10.2,3,3,2,6,4,4,3,7,39.6,30.0,24.6,23.2,13.5
36580,Somerset (R),2017,"2,993",85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36630,South Burnett (R),2011,-,-,9,-,149,-,"7,223",817,6,231,99,69,101,659,"9,367",125,197,"8,152",983,"1,236",210,"11,917","3,074",375,"8,412","11,857",2,"2,574",502,"3,975",972,362,124,"8,511",2.9,"11,543","2,150","8,186",52.5,26.7,6.8,10.1,3.9,-,-,-,825,"1,368",65.2,19.1,6.4,1.1,8.1,13.0,22.1,2.0,-,-,-,"10,929",68,671,165,31,"11,864",38.8,30.1,27.2,0.7,3.2,92.5,7.5,90.7,9.3,-,-,-,-,-,-,-,-,25.3,-,-,-,-
36630,South Burnett (R),2013,"4,930",50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36630,South Burnett (R),2014,"4,808",50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36630,South Burnett (R),2015,"4,790",50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36630,South Burnett (R),2016,"4,813",50,4,-,105,-,"7,481",632,9,173,82,63,83,579,"9,217",80,132,"8,185",963,"1,223",175,"11,656","3,460",434,"8,368","12,265",2,"2,330",553,"4,080",969,460,118,"8,511",2.8,"11,153","2,436","9,023",49.5,28.6,6.8,10.7,4.4,74.0,22.9,3.2,918,"1,315",65.6,17.1,6.3,0.8,10.3,13.9,22.6,1.9,290,"9,511","1,789","11,275",324,406,204,49,"12,258",39.7,27.9,28.5,0.7,3.2,94.9,5.1,90.2,9.8,2,2,2,3,3,3,4,4,57.2,19.6,7.3,20.7,7.5
36630,South Burnett (R),2017,"4,938",50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36660,Southern Downs (R),2011,-,-,5,-,43,3,"8,705","1,053",31,310,111,111,112,735,"11,216",98,66,"9,847","1,280","1,519",225,"14,340","3,407",326,"9,127","12,861",2,"2,929",580,"4,237",986,423,116,"9,269",2.9,"12,786","2,288","8,965",52.8,27.4,7.3,9.1,3.3,-,-,-,834,"1,425",65.9,19.3,6.7,1.0,7.1,12.5,24.5,2.0,-,-,-,"11,790",273,653,134,21,"12,871",39.3,29.0,28.0,0.9,2.6,91.9,8.1,89.7,10.3,-,-,-,-,-,-,-,-,18.2,-,-,-,-
36660,Southern Downs (R),2013,"4,977",60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36660,Southern Downs (R),2014,"4,601",75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36660,Southern Downs (R),2015,"4,762",80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36660,Southern Downs (R),2016,"4,656",77,8,-,34,-,"9,063",872,26,272,85,77,121,660,"11,229",108,57,"10,036","1,207","1,360",200,"14,094","3,747",325,"9,278","13,355",2,"2,746",665,"4,375","1,012",474,139,"9,420",2.9,"12,639","2,529","9,799",50.7,28.5,7.0,10.1,3.7,74.1,23.0,2.9,966,"1,396",66.2,17.5,6.7,0.7,8.9,13.1,24.7,1.9,302,"10,649","1,711","12,046",700,333,183,89,"13,351",39.4,28.5,28.2,0.9,3.0,94.4,5.6,89.3,10.7,3,3,3,4,5,4,5,6,17.8,16.4,4.7,14.7,4.6
36660,Southern Downs (R),2017,"4,645",75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36720,Sunshine Coast (R),2011,-,-,500,11,"1,086",13,"74,342","6,487",125,"1,597",772,852,935,"3,579","90,299","1,684","2,540","82,326","7,766","13,019","1,538","114,306","22,707","3,820","71,057","97,579",3,"23,881","4,407","32,170","7,957","3,173",828,"72,407",2.9,"97,203","19,609","70,278",51.5,28.7,5.9,10.5,3.4,-,-,-,"1,376","1,998",64.6,20.3,7.2,1.1,6.8,10.9,20.1,1.8,-,-,-,"74,113","9,884","11,597","1,932",44,"97,570",33.4,33.2,29.5,1.7,2.3,88.7,11.3,86.4,13.6,-,-,-,-,-,-,-,-,23.8,-,-,-,-
36720,Sunshine Coast (R),2013,"48,015",80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36720,Sunshine Coast (R),2014,"48,396",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36720,Sunshine Coast (R),2015,"49,889",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36720,Sunshine Coast (R),2016,"48,342",100,478,16,"1,586",27,"88,186","5,982",107,"1,366",846,973,"1,112","3,242","103,920","1,788","3,051","95,758","9,352","13,383","1,202","129,641","25,485","4,464","78,641","108,589",3,"26,128","5,530","35,444","8,338","4,103",915,"80,469",2.9,"106,393","23,802","82,270",50.1,29.7,5.8,10.8,3.5,85.6,12.0,2.4,"1,612","1,890",64.7,19.9,7.1,0.8,7.5,11.1,20.7,1.8,"2,240","84,937","15,350","79,971","13,528","12,922","1,593",590,"108,604",33.1,33.1,29.6,1.8,2.5,92.8,7.2,86.7,13.3,8,8,8,8,10,10,10,10,26.2,18.8,10.2,15.0,9.3
36720,Sunshine Coast (R),2017,"51,092",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36820,Tablelands (R),2011,-,-,-,-,103,-,"5,592",581,11,184,77,45,123,590,"7,304",96,133,"6,257",923,"1,106",211,"9,641","2,494",239,"6,373","9,107",2,"1,857",370,"3,109",774,300,72,"6,482",2.8,"8,399","1,809","6,316",50.3,29.1,6.8,10.2,3.6,-,-,-,834,"1,560",65.2,17.7,6.4,1.2,9.7,12.2,23.2,1.9,-,-,-,"8,106",139,571,279,9,"9,104",42.6,25.4,27.7,0.8,3.4,92.8,7.2,90.2,9.8,-,-,-,-,-,-,-,-,86.8,-,-,-,-
36820,Tablelands (R),2013,"3,829",55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36820,Tablelands (R),2014,"3,945",50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
